Time,M_x [gauss],M_y [gauss],M_z [gauss]
5.004509,0.3645,0.012,-0.0105
5.014276,0.3405,0.0135,0.0525
5.024043,0.369,0.0045,-0.012
5.03381,0.3405,0.012,0.0435
5.043577,0.3675,0.009,-0.015
5.053346,0.3315,0.0165,0.033
5.063114,0.3825,0.009,-0.009
5.072882,0.3345,0.0105,0.0345
5.082651,0.3735,0.0225,-0.0015
5.092419,0.3465,0.006,0.03
5.102187,0.378,0.0105,0.006
5.111956,0.3375,0.003,0.0345
5.121724,0.3765,0.021,0.009
5.131492,0.3375,0.003,0.03
5.141261,0.3735,0.0255,0.012
5.151029,0.333,-0.0015,0.0135
5.160797,0.3735,0.0255,0.0165
5.170566,0.33,0.0045,0.0195
5.180334,0.381,0.0225,0.0135
5.190102,0.33,0.0015,0.0135
5.199871,0.3795,0.021,0.0225
5.209639,0.3285,0.003,0.0105
5.219407,0.3765,0.0255,0.021
5.229176,0.3285,-0.003,0.0075
5.238944,0.3765,0.027,0.03
5.248712,0.3465,-0.0045,0.0075
5.258481,0.3765,0.024,0.033
5.268249,0.3375,-0.0105,0.0
5.278017,0.3705,0.0255,0.0345
5.287786,0.3495,-0.0015,-0.006
5.297554,0.3705,0.0285,0.042
5.307322,0.3405,0.006,-0.003
5.317091,0.372,0.0255,0.0375
5.326859,0.3405,-0.009,-0.0015
5.336627,0.369,0.0285,0.0465
5.346396,0.3465,-0.003,-0.0135
5.356164,0.363,0.0195,0.051
5.365932,0.357,0.003,-0.012
5.375701,0.3525,0.0255,0.0495
5.385469,0.3615,-0.0075,-0.0135
5.395237,0.354,0.027,0.0465
5.405006,0.363,-0.006,-0.0105
5.414774,0.3525,0.0195,0.0495
5.424542,0.366,0.0075,-0.012
5.434311,0.3435,0.021,0.0495
5.444079,0.369,0.012,-0.0045
5.453847,0.336,0.021,0.0435
5.463616,0.366,0.0075,-0.0105
5.473384,0.3375,0.006,0.039
5.483152,0.363,0.012,-0.0015
5.492921,0.3435,0.015,0.042
5.502689,0.3705,0.018,-0.0045
5.512457,0.3315,0.009,0.0285
5.522226,0.3765,0.0135,-0.0015
5.531994,0.333,0.0075,0.03
5.541762,0.366,0.0165,0.0015
5.551531,0.336,0.006,0.0285
5.561299,0.3795,0.0195,0.009
5.571067,0.3315,0.003,0.0285
5.580836,0.3735,0.0285,0.0075
5.590604,0.336,0.0045,0.0285
5.600372,0.372,0.0255,0.0135
5.610141,0.3405,-0.003,0.012
5.619909,0.381,0.0315,0.0195
5.629677,0.348,-0.006,0.0105
5.639446,0.381,0.0225,0.0285
5.649214,0.339,-0.0015,0.0045
5.658982,0.369,0.0225,0.0165
5.668751,0.3345,-0.0075,0.0045
5.678519,0.3705,0.03,0.0405
5.688287,0.3435,-0.0045,-0.0015
5.698055,0.369,0.0255,0.0375
5.707824,0.345,-0.006,-0.003
5.717592,0.372,0.021,0.042
5.72736,0.342,-0.006,0.0
5.737129,0.366,0.024,0.0495
5.746897,0.345,-0.003,-0.006
5.756665,0.3645,0.024,0.042
5.766434,0.3435,0.009,-0.0135
5.776202,0.363,0.0195,0.033
5.78597,0.3555,0.0015,-0.009
5.795739,0.357,0.027,0.039
5.805507,0.3495,0.0,-0.0135
5.815275,0.345,0.0255,0.045
5.825044,0.357,0.0,-0.015
5.834812,0.351,0.0195,0.048
5.84458,0.3615,-0.003,-0.012
5.854349,0.351,0.018,0.048
5.864117,0.3615,0.0075,-0.009
5.873885,0.348,0.0105,0.0435
5.883654,0.3645,0.006,-0.009
5.893422,0.3435,0.012,0.045
5.90319,0.369,0.012,-0.0105
5.912959,0.3345,0.003,0.0405
5.922727,0.3705,0.0105,-0.006
5.932495,0.333,0.0075,0.033
5.942264,0.3675,0.0165,-0.0015
5.952032,0.336,0.0105,0.0375
5.9618,0.3765,0.021,0.0045
5.971569,0.33,0.0045,0.033
5.981337,0.372,0.0225,-0.0015
5.991105,0.3345,-0.0015,0.021
6.000874,0.378,0.0255,0.0135
6.010642,0.3315,0.0015,0.021
6.02041,0.375,0.0285,0.009
6.030175,0.3315,-0.006,0.0225
6.039939,0.3765,0.027,0.0135
6.049704,0.3405,0.003,0.0135
6.059468,0.375,0.0285,0.0225
6.069232,0.333,-0.006,0.0075
6.078997,0.3795,0.0225,0.027
6.088761,0.3315,0.0015,0.0075
6.098526,0.375,0.03,0.027
6.10829,0.339,-0.006,-0.006
6.118054,0.363,0.0195,0.03
6.127819,0.339,-0.0135,0.0015
6.137583,0.36,0.0255,0.042
6.147348,0.336,-0.006,-0.0075
6.157112,0.363,0.0195,0.033
6.166876,0.3495,0.003,0.0015
6.176641,0.363,0.027,0.0435
6.186405,0.3435,-0.0045,-0.009
6.19617,0.3585,0.0195,0.0525
6.205934,0.342,0.003,-0.0135
6.215698,0.3555,0.0255,0.0495
6.225463,0.357,-0.0015,-0.012
6.235227,0.357,0.021,0.0405
6.244992,0.3555,0.006,-0.009
6.254756,0.3525,0.024,0.0465
6.26452,0.3675,0.0,-0.0105
6.274285,0.348,0.024,0.0465
6.284049,0.363,0.0075,-0.012
6.293814,0.3435,0.021,0.0465
6.303578,0.366,0.0165,-0.009
6.313343,0.345,0.0165,0.045
6.323107,0.369,0.0045,-0.009
6.332871,0.3405,0.009,0.039
6.342636,0.372,0.012,0.0
6.3524,0.342,0.015,0.0375
6.362165,0.3795,0.015,-0.0015
6.371929,0.333,0.009,0.033
6.381693,0.375,0.018,0.0
6.391458,0.3285,0.0015,0.0345
6.401222,0.369,0.027,0.0015
6.410987,0.336,0.006,0.0285
6.420751,0.3735,0.0285,0.012
6.430515,0.339,0.009,0.0315
6.44028,0.372,0.0195,0.0105
6.450044,0.33,0.003,0.0195
6.459809,0.375,0.0195,0.012
6.469573,0.3375,-0.0015,0.0195
6.479337,0.372,0.0225,0.0195
6.489102,0.336,0.0015,0.012
6.498866,0.3735,0.027,0.0165
6.508631,0.327,0.0,0.006
6.518395,0.3735,0.0195,0.0285
6.528159,0.336,-0.0045,-0.003
6.537924,0.366,0.024,0.0345
6.547688,0.3375,-0.009,0.0
6.557453,0.366,0.0255,0.033
6.567217,0.3495,-0.006,-0.0015
6.576982,0.3675,0.0225,0.036
6.586746,0.3315,-0.0105,-0.0075
6.59651,0.3615,0.0375,0.042
6.606275,0.342,0.0,-0.0105
6.616039,0.366,0.027,0.0405
6.625804,0.3405,0.0015,-0.009
6.635568,0.3555,0.0225,0.0435
6.645332,0.3585,0.0015,-0.006
6.655097,0.3555,0.024,0.045
6.664861,0.354,0.0045,-0.0135
6.674626,0.3495,0.0285,0.042
6.68439,0.3615,-0.0015,-0.0075
6.694154,0.3525,0.018,0.054
6.703919,0.369,0.0045,0.0045
6.713683,0.3465,0.0195,0.054
6.723448,0.3675,0.003,-0.0105
6.733212,0.3495,0.018,0.0375
6.742976,0.3645,0.006,-0.0105
6.752741,0.3405,0.012,0.051
6.762505,0.366,0.009,-0.012
6.77227,0.336,0.0135,0.042
6.782034,0.369,0.012,-0.006
6.791798,0.3405,0.0165,0.042
6.801563,0.378,0.0135,-0.006
6.811327,0.3315,0.0,0.0375
6.821092,0.3705,0.0225,-0.0015
6.830856,0.348,0.009,0.0375
6.84062,0.3885,0.021,0.009
6.850385,0.3285,-0.0015,0.024
6.860149,0.3675,0.0255,0.009
6.869914,0.33,-0.0015,0.024
6.879678,0.372,0.0255,0.0195
6.889443,0.333,0.0015,0.0255
6.899207,0.3675,0.0195,0.0225
6.908971,0.3345,0.0,0.009
6.918736,0.366,0.0315,0.027
6.9285,0.336,-0.0015,0.009
6.938265,0.369,0.027,0.024
6.948029,0.345,-0.003,0.0045
6.957793,0.3765,0.03,0.036
6.967558,0.3465,-0.006,0.006
6.977322,0.366,0.027,0.033
6.987087,0.342,0.0015,-0.0045
6.996851,0.36,0.039,0.0465
7.006619,0.342,-0.003,0.0
7.016387,0.366,0.03,0.0435
7.026155,0.3465,-0.009,-0.009
7.035923,0.3615,0.0315,0.0435
7.045691,0.3495,-0.003,-0.0135
7.055459,0.369,0.018,0.0375
7.065227,0.3465,-0.0045,-0.009
7.074995,0.36,0.0285,0.054
7.084763,0.3525,0.003,-0.009
7.094531,0.3465,0.033,0.0345
7.1043,0.3585,-0.0045,-0.003
7.114068,0.3495,0.0255,0.0465
7.123836,0.3525,0.0045,-0.012
7.133604,0.3495,0.0225,0.048
7.143372,0.36,0.006,-0.009
7.15314,0.3465,0.021,0.042
7.162908,0.3585,0.003,-0.0075
7.172676,0.345,0.0195,0.0345
7.182444,0.3645,0.003,-0.0045
7.192212,0.3315,0.018,0.048
7.20198,0.369,0.006,-0.009
7.211748,0.333,0.012,0.033
7.221516,0.372,0.0135,-0.009
7.231284,0.333,0.006,0.0405
7.241052,0.3645,0.0165,0.0015
7.25082,0.3345,0.003,0.0345
7.260588,0.378,0.012,0.0015
7.270356,0.3285,0.006,0.0315
7.280124,0.3735,0.021,0.0165
7.289892,0.3375,0.0045,0.0255
7.299661,0.369,0.0165,0.006
7.309429,0.3315,0.0045,0.021
7.319197,0.375,0.018,0.018
7.328965,0.3345,0.006,0.021
7.338733,0.366,0.018,0.0195
7.348501,0.3315,-0.006,0.0165
7.358269,0.3825,0.0255,0.03
7.368037,0.3405,-0.012,0.009
7.377805,0.378,0.0315,0.0195
7.387573,0.3405,-0.0015,0.0105
7.397341,0.3615,0.0285,0.0315
7.407109,0.3405,0.0015,-0.0045
7.416877,0.366,0.0255,0.039
7.426645,0.348,-0.0015,0.0
7.436413,0.3675,0.033,0.0345
7.446181,0.3375,-0.003,-0.006
7.455949,0.363,0.027,0.036
7.465717,0.3465,-0.0045,-0.0045
7.475485,0.366,0.0255,0.045
7.485253,0.3495,-0.006,-0.012
7.495022,0.36,0.0225,0.0435
7.50479,0.354,-0.003,-0.009
7.514558,0.345,0.0225,0.0405
7.524326,0.36,-0.0015,-0.0075
7.534094,0.3465,0.0225,0.045
7.543862,0.3555,0.006,-0.0105
7.55363,0.345,0.018,0.0435
7.563398,0.36,0.003,-0.0105
7.573166,0.3465,0.012,0.0405
7.582934,0.363,0.0045,-0.0075
7.592702,0.3435,0.015,0.0405
7.60247,0.372,0.0075,-0.0165
7.612238,0.3375,0.012,0.045
7.622006,0.3645,0.0075,-0.009
7.631774,0.3405,0.012,0.045
7.641542,0.3705,0.0135,0.0015
7.65131,0.336,0.0105,0.033
7.661078,0.375,0.012,0.003
7.670846,0.333,0.0075,0.0345
7.680614,0.375,0.015,0.0075
7.690383,0.3285,-0.0075,0.036
7.700151,0.3675,0.012,0.009
7.709919,0.3345,0.0045,0.03
7.719687,0.3765,0.018,0.0045
7.729455,0.333,0.0015,0.0195
7.739223,0.375,0.024,0.018
7.748991,0.3345,0.0015,0.0255
7.758759,0.375,0.0195,0.0195
7.768527,0.336,0.0,0.0195
7.778295,0.3795,0.027,0.021
7.788063,0.3375,0.003,0.0195
7.797831,0.3735,0.027,0.0345
7.807599,0.3435,-0.0015,0.009
7.817367,0.3675,0.0345,0.0375
7.827135,0.345,0.0015,0.0075
7.836903,0.369,0.0315,0.033
7.846671,0.336,-0.009,0.0075
7.856439,0.3645,0.0255,0.0405
7.866207,0.342,-0.006,0.0015
7.875975,0.357,0.0225,0.0405
7.885744,0.3375,-0.0105,-0.003
7.895512,0.372,0.027,0.039
7.90528,0.342,-0.0045,-0.0015
7.915048,0.366,0.03,0.045
7.924816,0.3555,-0.0045,-0.0075
7.934584,0.354,0.0285,0.0495
7.944352,0.3585,-0.0045,-0.0135
7.95412,0.3555,0.0195,0.0465
7.963888,0.36,0.003,-0.012
7.973656,0.3435,0.018,0.054
7.983423,0.354,0.009,-0.0105
7.993191,0.351,0.018,0.045
8.002958,0.363,-0.003,-0.0105
8.012726,0.354,0.0195,0.048
8.022493,0.3765,0.0015,-0.012
8.032261,0.342,0.012,0.0405
8.042028,0.3675,0.0045,-0.0075
8.051795,0.339,0.0075,0.0465
8.061563,0.366,0.0105,-0.0105
8.07133,0.3345,0.003,0.036
8.081098,0.3795,0.0075,-0.0045
8.090865,0.3405,0.0135,0.036
8.100633,0.3765,0.0135,0.006
8.1104,0.3345,0.0045,0.036
8.120167,0.3765,0.0225,-0.003
8.129935,0.3315,0.012,0.03
8.139702,0.378,0.018,0.0135
8.14947,0.3345,0.0015,0.0255
8.159237,0.3765,0.018,0.012
8.169005,0.333,0.0015,0.015
8.178772,0.3795,0.0255,0.024
8.18854,0.3345,0.003,0.024
8.198307,0.3705,0.0255,0.021
8.208074,0.3285,-0.0045,0.0135
8.217842,0.3765,0.027,0.0225
8.227609,0.3315,-0.0075,0.0135
8.237377,0.3675,0.0315,0.03
8.247144,0.3345,-0.0075,0.003
8.256912,0.366,0.021,0.0285
8.266679,0.3405,-0.0045,0.0045
8.276446,0.366,0.0255,0.0375
8.286214,0.3435,-0.0015,0.0
8.295981,0.36,0.0255,0.0435
8.305749,0.339,-0.0015,0.0015
8.315516,0.369,0.0285,0.042
8.325284,0.348,-0.0015,-0.006
8.335051,0.3615,0.0255,0.051
8.344818,0.342,-0.003,-0.003
8.354586,0.3615,0.03,0.048
8.364353,0.354,-0.0135,-0.0105
8.374121,0.348,0.0195,0.048
8.383888,0.354,0.0,-0.012
8.393656,0.348,0.0255,0.045
8.403423,0.36,0.0,-0.006
8.41319,0.3465,0.027,0.0435
8.422958,0.354,0.0,-0.0165
8.432725,0.342,0.0195,0.045
8.442493,0.3585,0.0045,-0.0135
8.45226,0.348,0.018,0.0435
8.462028,0.3675,0.003,-0.0075
8.471795,0.3375,0.0135,0.042
8.481562,0.369,0.0135,-0.0015
8.49133,0.336,0.012,0.042
8.501097,0.3675,0.018,-0.0075
8.510865,0.3345,0.0135,0.042
8.520632,0.3705,0.0165,-0.006
8.5304,0.3315,0.009,0.036
8.540167,0.378,0.0135,-0.0045
8.549935,0.3345,0.0075,0.036
8.559702,0.3765,0.015,0.0015
8.569469,0.339,-0.0015,0.024
8.579237,0.381,0.018,0.0165
8.589004,0.33,-0.003,0.03
8.598772,0.378,0.024,0.012
8.608539,0.327,0.0,0.0225
8.618307,0.375,0.0285,0.0165
8.628074,0.3315,-0.0045,0.021
8.637841,0.378,0.0195,0.015
8.647609,0.3345,-0.006,0.009
8.657376,0.366,0.0225,0.027
8.667144,0.3345,-0.003,0.0075
8.676911,0.3735,0.027,0.018
8.686679,0.342,-0.003,0.009
8.696446,0.363,0.0285,0.036
8.706213,0.342,0.0,0.006
8.715981,0.3705,0.0255,0.039
8.725748,0.336,-0.009,-0.0015
8.735516,0.369,0.0285,0.042
8.745283,0.3525,-0.009,0.0
8.755051,0.3645,0.0285,0.036
8.764818,0.3375,-0.0045,-0.012
8.774585,0.3555,0.024,0.0495
8.784353,0.3525,-0.003,-0.003
8.79412,0.354,0.021,0.0435
8.803888,0.3555,0.0015,-0.015
8.813655,0.3435,0.03,0.0615
8.823423,0.3615,0.0,-0.0135
8.83319,0.3525,0.0225,0.048
8.842957,0.3615,0.006,-0.012
8.852725,0.345,0.015,0.057
8.862492,0.366,0.0045,-0.009
8.87226,0.3465,0.021,0.0495
8.882027,0.363,0.003,-0.012
8.891795,0.3435,0.0135,0.0495
8.901562,0.3705,0.006,-0.006
8.91133,0.3375,0.0165,0.0405
8.921097,0.3735,0.006,-0.006
8.930864,0.336,0.0105,0.045
8.940632,0.372,0.003,-0.006
8.950399,0.339,0.012,0.033
8.960164,0.3765,0.012,0.003
8.969928,0.336,0.0105,0.0405
8.979692,0.3735,0.0135,-0.003
8.989456,0.3345,0.0045,0.033
8.999221,0.3735,0.0165,0.0075
9.008985,0.3315,0.0,0.027
9.018749,0.381,0.021,0.0135
9.028514,0.339,0.006,0.024
9.038278,0.3795,0.024,0.0105
9.048042,0.33,-0.0045,0.0135
9.057807,0.3765,0.027,0.0135
9.067571,0.336,-0.0015,0.0135
9.077335,0.3675,0.024,0.0195
9.087099,0.336,-0.003,0.015
9.096864,0.372,0.0225,0.0285
9.106628,0.3375,-0.0015,0.0105
9.116392,0.3675,0.0225,0.036
9.126157,0.3375,-0.0105,0.003
9.135921,0.369,0.027,0.0405
9.145685,0.3405,-0.0045,0.0075
9.15545,0.3645,0.033,0.039
9.165214,0.3435,-0.0075,-0.012
9.174978,0.366,0.024,0.039
9.184743,0.339,-0.0075,-0.012
9.194507,0.3585,0.033,0.039
9.204271,0.348,-0.0105,-0.0075
9.214035,0.348,0.0165,0.042
9.2238,0.354,-0.0075,-0.012
9.233564,0.3555,0.0255,0.0435
9.243328,0.354,-0.006,-0.006
9.253093,0.342,0.021,0.042
9.262857,0.3615,0.006,-0.0105
9.272621,0.351,0.015,0.039
9.282386,0.3675,-0.009,-0.012
9.29215,0.3465,0.0255,0.048
9.301914,0.375,0.0,-0.003
9.311678,0.3495,0.012,0.036
9.321443,0.36,0.006,0.0
9.331207,0.3345,0.0105,0.0495
9.340971,0.3705,0.0135,-0.0075
9.350736,0.3255,0.0135,0.0405
9.3605,0.372,0.0075,-0.0045
9.370264,0.3375,0.0135,0.039
9.380029,0.3765,0.0075,0.0045
9.389793,0.3345,0.009,0.0375
9.399557,0.3645,0.0165,0.0045
9.409321,0.342,-0.0045,0.0345
9.419086,0.3705,0.018,0.009
9.42885,0.3315,0.0015,0.027
9.438614,0.381,0.018,0.006
9.448379,0.339,0.003,0.024
9.458143,0.378,0.015,0.0045
9.467907,0.339,0.0015,0.0225
9.477672,0.378,0.0285,0.0195
9.487436,0.3345,0.0015,0.0135
9.4972,0.381,0.0285,0.033
9.506965,0.3435,0.0,0.009
9.516729,0.3675,0.03,0.024
9.526493,0.3315,0.0015,0.006
9.536257,0.375,0.027,0.039
9.546022,0.339,-0.009,0.0045
9.555786,0.3705,0.03,0.039
9.56555,0.339,-0.0075,0.003
9.575315,0.3705,0.024,0.045
9.585079,0.3465,-0.009,-0.006
9.594843,0.3645,0.0285,0.042
9.604608,0.345,-0.0045,-0.003
9.614372,0.3795,0.0225,0.0465
9.624136,0.3435,-0.0075,0.0015
9.6339,0.3615,0.0225,0.0465
9.643665,0.357,-0.0105,-0.0075
9.653429,0.351,0.024,0.0435
9.663193,0.36,0.0045,-0.015
9.672958,0.3525,0.0195,0.0465
9.682722,0.354,0.0,-0.0135
9.692486,0.3465,0.027,0.051
9.702251,0.3615,0.0015,-0.0105
9.712015,0.342,0.018,0.042
9.721779,0.3615,0.003,-0.003
9.731543,0.336,0.018,0.0465
9.741308,0.3675,0.006,-0.012
9.751072,0.3435,0.021,0.042
9.760836,0.3645,0.0075,0.0
9.770601,0.3345,0.0135,0.0465
9.780365,0.3675,0.0165,-0.003
9.790129,0.3285,0.0075,0.048
9.799894,0.366,0.0135,-0.006
9.809658,0.3345,0.0105,0.0435
9.819422,0.3705,0.0195,-0.0015
9.829187,0.336,0.0105,0.036
9.838951,0.3675,0.018,-0.0015
9.848715,0.333,-0.0045,0.0285
9.858479,0.3735,0.015,0.0105
9.868244,0.339,-0.003,0.0225
9.878008,0.3735,0.027,0.0135
9.887772,0.3345,-0.003,0.021
9.897537,0.3765,0.027,0.0105
9.907301,0.3375,-0.009,0.0195
9.917065,0.375,0.0255,0.021
9.92683,0.327,0.0045,0.021
9.936596,0.3765,0.027,0.0225
9.946363,0.3375,0.0,0.009
9.95613,0.3765,0.027,0.0315
9.965897,0.3315,-0.009,0.006
9.975664,0.3585,0.024,0.0345
9.985431,0.3375,-0.0045,-0.0045
9.995197,0.363,0.027,0.033
10.004964,0.33,-0.006,0.006
10.014731,0.3705,0.0405,0.0465
10.024498,0.3315,-0.0075,-0.006
10.034265,0.3705,0.027,0.0315
10.044031,0.351,-0.0015,-0.0075
10.053798,0.3645,0.0255,0.0405
10.063565,0.345,-0.009,-0.006
10.073332,0.3525,0.033,0.0435
10.083099,0.3465,-0.0075,-0.0105
10.092866,0.351,0.018,0.048
10.102632,0.3525,0.0,-0.015
10.112399,0.351,0.0225,0.0495
10.122166,0.363,0.0075,-0.0105
10.131933,0.348,0.024,0.054
10.1417,0.3585,0.006,-0.0135
10.151467,0.342,0.018,0.051
10.161233,0.369,0.003,-0.015
10.171,0.342,0.0135,0.0525
10.180767,0.3705,0.0045,-0.009
10.190534,0.3405,0.015,0.0555
10.200301,0.369,0.0135,-0.009
10.210068,0.3435,0.015,0.045
10.219834,0.3705,0.012,-0.003
10.229601,0.3375,0.0135,0.0405
10.239368,0.366,0.018,0.009
10.249135,0.339,0.0,0.039
10.258902,0.372,0.018,0.003
10.268669,0.339,0.003,0.0345
10.278435,0.3675,0.0225,0.009
10.288202,0.3345,0.0075,0.036
10.297969,0.372,0.0255,0.0105
10.307736,0.336,0.0105,0.0225
10.317503,0.378,0.0195,0.0105
10.32727,0.3345,0.0015,0.024
10.337036,0.372,0.0225,0.015
10.346803,0.333,-0.006,0.006
10.35657,0.366,0.024,0.021
10.366337,0.3345,0.0,0.024
10.376104,0.3705,0.027,0.027
10.385871,0.339,-0.0105,0.0135
10.395637,0.369,0.027,0.0315
10.405404,0.339,-0.003,0.0015
10.415171,0.372,0.0195,0.0345
10.424938,0.339,-0.006,-0.003
10.434705,0.366,0.036,0.042
10.444471,0.3465,-0.003,-0.0015
10.454238,0.378,0.0285,0.033
10.464005,0.342,-0.0075,-0.003
10.473772,0.3705,0.0315,0.0435
10.483539,0.351,-0.003,-0.006
10.493306,0.351,0.0285,0.0525
10.503072,0.3495,-0.0105,-0.009
10.512839,0.348,0.018,0.051
10.522606,0.357,-0.006,-0.009
10.532373,0.348,0.0225,0.054
10.54214,0.363,0.0,-0.012
10.551907,0.354,0.024,0.039
10.561673,0.36,0.0,-0.0075
10.57144,0.3465,0.021,0.045
10.581207,0.363,-0.006,-0.012
10.590974,0.348,0.015,0.045
10.600741,0.3675,0.006,-0.0105
10.610508,0.339,0.009,0.0465
10.620274,0.3705,0.006,-0.006
10.630041,0.333,0.003,0.0405
10.639808,0.378,0.012,-0.006
10.649575,0.345,0.006,0.0345
10.659342,0.3735,0.012,-0.006
10.669109,0.339,0.0135,0.033
10.678875,0.387,0.0195,0.003
10.688642,0.3285,0.006,0.03
10.698409,0.3675,0.009,0.0075
10.708176,0.3345,0.0015,0.0285
10.717943,0.372,0.018,0.012
10.72771,0.3345,0.0045,0.0255
10.737476,0.375,0.0195,0.0135
10.747243,0.3255,-0.0045,0.0165
10.75701,0.375,0.021,0.024
10.766777,0.33,0.0,0.018
10.776544,0.381,0.03,0.0225
10.78631,0.33,-0.0075,0.012
10.796077,0.3675,0.0255,0.033
10.805844,0.3345,-0.003,0.012
10.815611,0.375,0.0285,0.0315
10.825378,0.339,-0.012,-0.0015
10.835145,0.378,0.0255,0.036
10.844911,0.339,0.0015,0.0
10.854678,0.36,0.033,0.03
10.864445,0.3375,-0.009,-0.003
10.874212,0.369,0.024,0.0405
10.883979,0.333,-0.003,-0.006
10.893746,0.369,0.027,0.0405
10.903512,0.3465,-0.003,-0.0045
10.913279,0.36,0.018,0.0435
10.923046,0.357,0.003,-0.009
10.932813,0.3555,0.03,0.0465
10.94258,0.3495,-0.0075,-0.0075
10.952347,0.357,0.024,0.0465
10.962114,0.3585,-0.003,-0.0135
10.971881,0.3405,0.024,0.051
10.981648,0.366,0.009,-0.006
10.991415,0.351,0.018,0.0435
11.001182,0.3645,0.0015,-0.0105
11.010948,0.3405,0.021,0.0465
11.020715,0.3705,0.006,-0.0135
11.030482,0.3405,0.021,0.048
11.040249,0.3705,0.0105,-0.009
11.050016,0.3405,0.009,0.039
11.059783,0.366,0.015,-0.003
11.06955,0.3345,0.0165,0.045
11.079317,0.3765,0.012,-0.003
11.089084,0.333,0.0165,0.033
11.098851,0.375,0.012,-0.0075
11.108618,0.33,0.009,0.03
11.118385,0.3645,0.015,0.0075
11.128151,0.3315,0.0105,0.027
11.137918,0.3795,0.0195,0.003
11.147685,0.339,0.006,0.03
11.157452,0.372,0.0255,0.009
11.167219,0.336,0.006,0.0195
11.176986,0.3705,0.024,0.0105
11.186753,0.3405,-0.0015,0.0195
11.19652,0.372,0.0285,0.021
11.206287,0.3315,-0.0045,0.018
11.216054,0.3765,0.0225,0.0285
11.225821,0.33,-0.003,0.006
11.235588,0.3615,0.03,0.03
11.245354,0.339,0.0,0.009
11.255121,0.3675,0.0315,0.0315
11.264888,0.3375,0.0,0.012
11.274655,0.3675,0.0315,0.0315
11.284422,0.336,0.0,-0.0015
11.294189,0.372,0.033,0.042
11.303956,0.3315,-0.0045,0.003
11.313723,0.3615,0.024,0.039
11.32349,0.339,-0.0015,-0.0075
11.333257,0.369,0.0285,0.0465
11.343024,0.351,-0.0015,-0.006
11.35279,0.354,0.0345,0.039
11.362557,0.3555,-0.0045,-0.0165
11.372324,0.3585,0.0285,0.045
11.382091,0.3555,0.0,-0.0045
11.391858,0.3495,0.0345,0.0435
11.401625,0.357,0.006,-0.009
11.411392,0.351,0.0195,0.0495
11.421159,0.3615,-0.003,-0.015
11.430926,0.3495,0.0225,0.0495
11.440693,0.3525,0.009,-0.0135
11.45046,0.3465,0.012,0.051
11.460227,0.3615,-0.0045,-0.012
11.469993,0.333,0.018,0.051
11.47976,0.3675,0.006,-0.009
11.489527,0.339,0.015,0.039
11.499294,0.363,0.0045,-0.009
11.509061,0.336,0.0045,0.042
11.518828,0.3735,0.015,0.0075
11.528595,0.3375,0.012,0.0315
11.538362,0.372,0.018,0.0
11.548129,0.3345,0.006,0.033
11.557896,0.3735,0.0225,0.009
11.567663,0.339,0.003,0.033
11.57743,0.375,0.018,0.0045
11.587196,0.3315,0.0045,0.03
11.596963,0.3735,0.018,0.009
11.60673,0.333,-0.0015,0.018
11.616497,0.375,0.0225,0.0165
11.626264,0.3255,0.003,0.021
11.636031,0.378,0.0255,0.021
11.645798,0.336,-0.006,0.0075
11.655565,0.3705,0.027,0.0255
11.665332,0.327,-0.0075,-0.0015
11.675099,0.3705,0.0285,0.0345
11.684866,0.3375,-0.003,0.012
11.694632,0.375,0.0315,0.0405
11.704399,0.342,-0.012,0.0015
11.714166,0.366,0.0285,0.036
11.723933,0.3375,-0.009,-0.0015
11.7337,0.3615,0.03,0.0465
11.743467,0.339,-0.0045,-0.006
